JW_ID,Entry,Protein names,Length,Gene Names (primary),AlphaFoldDB,PDB
JW3644,P0AGA6,Transcriptional regulatory protein UhpA,196,uhpA,P0AGA6;,
JW3650,P31443,Uncharacterized protein YidF,165,yidF,P31443;,
JW3656,P31449,Uncharacterized HTH-type transcriptional regulator YidL,297,yidL,P31449;,
JW3659,P69789,Phosphotransferase enzyme IIB component GlvB (EC 2.7.1.-) (PTS system EIIB component),161,glvB,P69789;,
JW3661,P31453,Uncharacterized HTH-type transcriptional regulator YidP,238,yidP,P31453;,
JW3670,P31459,2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase),292,dgoK,P31459;,
JW5858,P0ADM6,Uncharacterized protein YidX,218,yidX,P0ADM6;,
JW3674,P0A8Y5,Sugar phosphatase YidA (EC 3.1.3.23),270,yidA,P0A8Y5;,1RKQ;
JW3689,P31463,HTH-type transcriptional regulator YidZ,319,yidZ,P31463;,
JW3690,P0ADM8,Uncharacterized protein YieE,249,yieE,P0ADM8;,
JW3691,P0AGE6,Quinone reductase (EC 1.6.5.2) (Chromate reductase) (CHRR) (EC 1.6.-.-) (NAD(P)H dehydrogenase (quinone)),188,chrR,P0AGE6;,3SVL;
JW3693,P31467,6-phosphogluconate phosphatase (EC 3.1.3.-),221,yieH,P31467;,
JW3695,P31469,UPF0167 protein CbrC (CreB-regulated gene C protein),195,cbrC,P31469;,
JW5613,P31470,Uncharacterized protein YieK,240,yieK,P31470;,
JW3701,P11989,Cryptic beta-glucoside bgl operon antiterminator,278,bglG,P11989;,
JW3702,P0A9K7,Phosphate-specific transport system accessory protein PhoU (Pst system accessory protein PhoU) (Negative regulator of Pho regulon),241,phoU,P0A9K7;,
JW3703,P0AAH0,Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase),257,pstB,P0AAH0;,
JW3711,P0ABA6,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit),287,atpG,P0ABA6;,1D8S;1FS0;3OAA;5T4O;5T4P;5T4Q;6OQR;6OQS;6OQT;6OQU;6OQV;6OQW;6PQV;6WNQ;6WNR;8DBS;
JW3713,P0ABA4,ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta),177,atpH,P0ABA4;,1ABV;2A7U;5T4O;5T4P;5T4Q;6OQR;6OQS;6OQT;6OQU;6OQV;6OQW;6PQV;6WNQ;6WNR;8DBP;8DBQ;8DBR;8DBS;8DBT;8DBU;8DBV;8DBW;
JW3716,P0AB98,ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6),271,atpB,P0AB98;,1C17;5T4O;5T4P;5T4Q;6OQR;6OQS;6OQT;6OQU;6OQV;6OQW;6PQV;6VWK;6WNQ;6WNR;8DBS;
JW3729,P0AGI1,Ribose import permease protein RbsC,321,rbsC,P0AGI1;,
JW3730,P02925,Ribose import binding protein RbsB,296,rbsB,P02925;,1BA2;1DBP;1DRJ;1DRK;1URP;2DRI;2GX6;
JW3731,P0A9J6,Ribokinase (RK) (EC 2.7.1.15),309,rbsK,P0A9J6;,1GQT;1RK2;1RKA;1RKD;1RKS;
JW5608,P31475,Uncharacterized HTH-type transcriptional regulator YieP,230,yieP,P31475;,
JW5607,P0A8R9,HTH-type transcriptional regulator HdfR (H-NS-dependent flhDC regulator),279,hdfR,P0A8R9;,
JW5606,P0AB80,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B),309,ilvE,P0AB80;,1A3G;1I1K;1I1L;1I1M;1IYD;1IYE;
JW3746,P05827,HTH-type transcriptional regulator IlvY,297,ilvY,P05827;,
JW3763,P61887,Glucose-1-phosphate thymidylyltransferase 2 (G1P-TT 2) (EC 2.7.7.24) (dTDP-glucose pyrophosphorylase 2) (dTDP-glucose synthase 2),293,rffH,P61887;,1MC3;
JW5597,P27832,"dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)",224,wecD,P27832;,
JW2098,P33343,Uncharacterized fimbrial-like protein YehD,180,yehD,P33343;,
JW3770,P27836,UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180),246,wecG,P27836;,
JW3776,P09126,Uroporphyrinogen-III synthase (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase),246,hemD,P09126;,
JW5592,P0A6K1,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase),274,dapF,P0A6K1;,4IJZ;4IK0;5YGU;6D13;6D1Q;6D1V;6VCK;6VCL;6VCM;
JW3783,P23305,Uncharacterized protein YigA,235,yigA,P23305;,
JW3784,P0A8P6,Tyrosine recombinase XerC,298,xerC,P0A8P6;,5DCF;
JW3785,P0ADP0,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB (EC 3.1.3.104),238,yigB,P0ADP0;,
JW3789,P0ABI4,Magnesium transport protein CorA,316,corA,P0ABI4;,5N77;5N78;
JW5588,P0ADP2,Medium/long-chain acyl-CoA thioesterase YigI (EC 3.1.2.20),155,yigI,P0ADP2;,
JW3794,P0A921,Phospholipase A1 (EC 3.1.1.32) (EC 3.1.1.4) (Detergent-resistant phospholipase A) (DR-phospholipase A) (Outer membrane phospholipase A) (OM PLA) (OMPLA) (Phosphatidylcholine 1-acylhydrolase),289,pldA,P0A921;,1FW2;1FW3;1ILD;1ILZ;1IM0;1QD5;1QD6;6LYQ;
JW3804,P0A9F9,HTH-type transcriptional regulator MetR,317,metR,P0A9F9;,5FO5;
JW3808,P12758,Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3),253,udp,P12758;,1K3F;1LX7;1RXC;1RXS;1RXU;1RXY;1T0U;1TGV;1TGY;1U1C;1U1D;1U1E;1U1F;1U1G;3KVV;7Q31;7Q32;
JW5581,P0A887,"Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE (EC 2.1.1.163) (EC 2.1.1.201) (2-methoxy-6-polyprenyl-1,4-benzoquinol methylase) (Demethylmenaquinone methyltransferase)",251,ubiE,P0A887;,
JW3815,P69423,Sec-independent protein translocase protein TatC,258,tatC,P69423;,
JW3818,P0AFW0,Transcription antitermination protein RfaH,162,rfaH,P0AFW0;,2LCL;2OUG;5OND;6C6S;6C6T;8PEN;8PFG;8PFJ;8PHK;8PIB;8PID;8PIL;8PIM;
JW3820,P0AEN1,NAD(P)H-flavin reductase (EC 1.5.1.41) (FMN reductase) (Ferrisiderophore reductase C) (NAD(P)H:flavin oxidoreductase) (Riboflavin reductase [NAD(P)H]),233,fre,P0AEN1;,1QFJ;
JW5577,P27862,IMPACT family member YigZ,204,yigZ,P27862;,1VI7;
JW3827,P0ACB4,Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO),181,hemG,P0ACB4;,
JW5575,P32125,Molybdopterin-guanine dinucleotide biosynthesis adapter protein (MGD biosynthesis adapter protein) (Molybdenum cofactor biosynthesis adapter protein) (Moco biosynthesis adapter protein) (Molybdopterin-guanine dinucleotide biosynthesis protein B),175,mobB,P32125;,1NP6;1P9N;
JW3832,P0AEG4,Thiol:disulfide interchange protein DsbA,208,dsbA,P0AEG4;,1A23;1A24;1A2J;1A2L;1A2M;1AC1;1ACV;1BQ7;1DSB;1FVJ;1FVK;1TI1;1U3A;1UN2;2B3S;2B6M;2HI7;2LEG;2NDO;2ZUP;3E9J;4TKY;4ZIJ;5QKC;5QKD;5QKE;5QKF;5QKG;5QKH;5QKI;5QKJ;5QKK;5QKL;5QKM;5QKN;5QKO;5QKP;5QKQ;5QKR;5QKS;5QKT;5QKU;5QKV;5QKW;5QKX;5QKY;5QKZ;5QL0;5QL1;5QL2;5QL3;5QL4;5QL5;5QL6;5QL7;5QL8;5QL9;5QLA;5QLB;5QLC;5QLD;5QLE;5QLF;5QLG;5QLH;5QLI;5QLJ;5QLK;5QLL;5QLM;5QLN;5QLO;5QLP;5QLQ;5QLR;5QLS;5QLT;5QLU;5QLV;5QLW;5QLX;5QLY;5QLZ;5QM0;5QM1;5QM2;5QM3;5QM4;5QM5;5QM6;5QM7;5QM8;5QM9;5QMA;5QMB;5QMC;5QMD;5QME;5QMF;5QMG;5QMH;5QMI;5QMJ;5QMK;5QML;5QMM;5QMN;5QMO;5QMP;5QMQ;5QMR;5QMS;5QMT;5QMU;5QMV;5QMW;5QMX;5QMY;5QMZ;5QN0;5QN1;5QN2;5QN3;5QN4;5QN5;5QN6;5QN7;5QN8;5QN9;5QNA;5QNB;5QNC;5QND;5QNE;5QNF;5QNG;5QNH;5QNI;5QNJ;5QNK;5QNL;5QNM;5QNN;5QNO;5QNP;5QNQ;5QNR;5QNS;5QNT;5QNU;5QNV;5QNW;5QNX;5QNY;5QNZ;5QO0;5QO1;5QO2;5QO3;5QO4;5QO5;5QO6;5QO7;5QO8;5QO9;5QOA;5QOB;5QOC;5QOD;5QOE;5QOF;5QOG;6BQX;6BR4;6PBI;6PC9;6PD7;6PDH;6PG1;6PG2;6PGJ;6PIQ;6PLI;6PMF;6PML;6POH;6POI;6POQ;6PVY;6PVZ;6WHD;6XSP;6XSQ;6XT3;7L76;7L7C;7LHP;7LSM;7S1C;7S1D;7S1F;7S1L;7TTV;8CXD;8CXE;8CZM;8CZN;8D10;8D11;8D12;8DG0;8DG1;8DG2;8DN0;8EOC;8EQO;8EQP;8EQQ;8EQR;
JW3834,P32129,Probable acyltransferase YihG (EC 2.3.-.-),310,yihG,P32129;,
JW3837,P0A8H6,Der GTPase-activating protein YihI (GAP),169,yihI,P0A8H6;,
JW3846,P76773,Porin OmpL,230,ompL,P76773;,
JW3850,P32139,Uncharacterized protein YihR,308,yihR,P32139;,
JW3852,P32141,Sulfofructosephosphate aldolase (SFP aldolase) (EC 4.1.2.57),292,yihT,P32141;,7AG1;
JW3853,P0A9V8,3-sulfolactaldehyde reductase (SLA reductase) (EC 1.1.1.373) (4-hydroxybutyrate dehydrogenase) (EC 1.1.1.61) (Gamma-hydroxybutyrate dehydrogenase) (GHBDH) (Succinic semialdehyde reductase) (SSA reductase),298,yihU,P0A9V8;,6SM7;6SMY;6SMZ;
JW5568,P32143,Sulfofructose kinase (SF kinase) (EC 2.7.1.184),298,yihV,P32143;,7AG6;7AGH;7AGK;
JW5567,P32144,HTH-type transcriptional repressor CsqR (Regulator of sulfoquinovose catabolism),261,csqR,P32144;,
JW3862,P13024,Protein FdhE,309,fdhE,P13024;,
JW3863,P0AEL0,"Formate dehydrogenase, cytochrome b556(fdo) subunit (Aerobic formate dehydrogenase cytochrome b556 subunit) (FDH-Z subunit gamma) (Formate dehydrogenase-O subunit gamma)",211,fdoI,P0AEL0;,
JW3864,P0AAJ5,Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta),300,fdoH,P0AAJ5;,
JW3866,P32177,Sulfur carrier protein FdhD (Sulfurtransferase FdhD),277,fdhD,P32177;,4PDE;
JW3873,P32169,Rhamnulose-1-phosphate aldolase (EC 4.1.2.19),274,rhaD,P32169;,1GT7;1OJR;2UYU;2UYV;2V29;2V2A;2V2B;2V9E;2V9F;2V9G;2V9I;2V9L;2V9M;2V9N;2V9O;
JW3876,P09377,HTH-type transcriptional activator RhaS (L-rhamnose operon regulatory protein RhaS),278,rhaS,P09377;,
JW5559,P32157,Protein YiiM,224,yiiM,P32157;,1O65;1O67;5YHI;
JW3883,P0AE88,Transcriptional regulatory protein CpxR,232,cpxR,P0AE88;,4UHJ;4UHK;4UHS;4UHT;
JW3887,P0A796,ATP-dependent 6-phosphofructokinase isozyme 1 (ATP-PFK 1) (Phosphofructokinase 1) (EC 2.7.1.11) (6-phosphofructokinase isozyme I) (Phosphohexokinase 1) (Sedoheptulose-7-phosphate kinase),320,pfkA,P0A796;,1PFK;2PFK;
JW3889,P06282,CDP-diacylglycerol pyrophosphatase (EC 3.6.1.26) (CDP-diacylglycerol phosphatidylhydrolase) (CDP-diglyceride hydrolase),251,cdh,P06282;,
JW3890,P0A858,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),255,tpiA,P0A858;,1TMH;1TRE;
JW3895,P28861,Flavodoxin/ferredoxin--NADP reductase (EC 1.18.1.2) (EC 1.19.1.1) (Ferredoxin (flavodoxin):NADP(+) oxidoreductase) (Ferredoxin--NADP reductase) (FNR) (Flavodoxin--NADP reductase) (FLDR) (Methyl viologen resistance protein A) (dA1),248,fpr,P28861;,1FDR;2XNJ;
JW3901,P32166,"1,4-dihydroxy-2-naphthoate octaprenyltransferase (DHNA-octaprenyltransferase) (EC 2.5.1.74)",308,menA,P32166;,
JW3904,P29131,Cell division protein FtsN,319,ftsN,P29131;,1UTA;6YN0;
JW3908,P32167,Uncharacterized protein YiiX,202,yiiX,P32167;,
JW3913,P0AEZ1,"5,10-methylenetetrahydrofolate reductase (MTHFR) (EC 1.5.1.54) (NADH-dependent 5,10-methylenetetrahydrofolate reductase)",296,metF,P0AEZ1;,1B5T;1ZP3;1ZP4;1ZPT;1ZRQ;2FMN;2FMO;3FST;3FSU;6PEY;
JW3916,P32668,Uncharacterized protein YijF,205,yijF,P32668;,
JW3918,P32669,Fructose-6-phosphate aldolase 2 (EC 4.1.2.-) (Fructose-6-phosphate aldolase B) (FSAB),220,fsaB,P32669;,
JW3924,P32675,Pyruvate formate-lyase 2-activating enzyme (EC 1.97.1.4) (Formate-C-acetyltransferase-activating enzyme 2) (PFL-activating enzyme 2),292,pflC,P32675;,
JW3926,P32677,Uncharacterized HTH-type transcriptional regulator YijO,283,yijO,P32677;,
JW5553,P0A6C8,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK),258,argB,P0A6C8;,1GS5;1GSJ;1OH9;1OHA;1OHB;2WXB;2X2W;
JW3933,P0ACQ4,DNA-binding transcriptional dual regulator OxyR (Hydrogen peroxide-inducible genes activator) (Morphology and auto-aggregation control protein),305,oxyR,P0ACQ4;,1I69;1I6A;
JW3935,P0ACU5,HTH-type transcriptional repressor FabR,234,fabR,P0ACU5;,
JW3941,P06709,Bifunctional ligase/repressor BirA (Biotin operon repressor) (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase),321,birA,P06709;,1BIA;1BIB;1HXD;2EWN;4WF2;
JW3942,P0A6I3,Pantothenate kinase (EC 2.7.1.33) (Pantothenic acid kinase) (Rts protein),316,coaA,P0A6I3;,1ESM;1ESN;1SQ5;
JW3945,P0AFG0,Transcription termination/antitermination protein NusG,181,nusG,P0AFG0;,2JVV;2K06;2KVQ;5MS0;6C6U;6DUQ;6GOV;6TQN;6TQO;6VU3;6VYQ;6VYR;6VYS;6VYT;6VYU;6VYW;6VYX;6VYY;6VYZ;6VZ2;6VZ3;6VZ5;6VZ7;6X6T;6X7F;6X7K;6X9Q;6XAV;6XDQ;6XDR;6XE0;6XGF;6XII;6XIJ;6Z9P;6Z9Q;6Z9R;6ZTJ;6ZTL;6ZTN;7PY0;7PY1;7PY5;7PY6;7PY7;7PY8;8E3F;8E5K;8E5O;8E6X;8E6Z;8E79;
JW3948,P0A7J3,Large ribosomal subunit protein uL10 (50S ribosomal protein L10) (50S ribosomal protein L8),165,rplJ,P0A7J3;,3J7Z;3J9Y;3J9Z;3JA1;3JCJ;4UY8;4V6N;4V6O;4V6P;4V6Q;4V6R;4V6S;4V6V;4V7B;4V7C;4V7D;4V85;4V89;4V9O;4V9P;4YBB;5ADY;5AFI;5GAD;5GAE;5GAF;5GAG;5GAH;5H5U;5IQR;5IT8;5J5B;5J7L;5J88;5J8A;5J91;5JC9;5KCR;5KCS;5KPS;5KPV;5KPW;5KPX;5L3P;5MDV;5MDW;5MDY;5MDZ;5NCO;5NP6;5O2R;5U9F;5U9G;5UYK;5UYL;5UYM;5UYN;5UYP;5UYQ;5WDT;5WE4;5WE6;5WF0;5WFK;5WFS;6BU8;6BY1;6C4I;6DNC;6GWT;6GXM;6GXN;6GXO;6GXP;6HRM;6I0Y;6O9K;6Q97;6Q98;6Q9A;6VU3;6VYQ;6VYR;6VYS;6VZJ;6WD0;6WD1;6WD2;6WD3;6WD4;6WD5;6WD6;6WD7;6WD8;6WD9;6WDA;6WDB;6WDC;6WDD;6WDE;6WDF;6WDG;6WDH;6WDI;6WDJ;6WDK;6WDL;6WDM;6WNT;6WNV;6WNW;6X6T;6X7F;6X7K;6X9Q;6XDQ;6XDR;6XGF;6XII;6XIJ;6XZ7;6XZA;6XZB;6ZTJ;7ABZ;7AC7;7BL5;7BV8;7JSZ;7JT2;7JT3;7K50;7K51;7K52;7K53;7K54;7K55;7LV0;7M5D;7N1P;7N2C;7N2V;7OJ0;7PJV;7PJY;7SA4;7SSO;7ST2;7TOS;7UG7;8FIZ;8PEG;8PHJ;8PKL;
JW5549,P30139,Thiazole synthase (EC 2.8.1.10),256,thiG,P30139;,
JW3956,P30138,Sulfur carrier protein ThiS adenylyltransferase (EC 2.7.7.73),251,thiF,P30138;,1ZFN;1ZKM;1ZUD;
JW3957,P30137,Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase),211,thiE,P30137;,
JW5547,P68739,Endonuclease V (EndoV) (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V),223,nfi,P68739;,4XPU;
JW3963,P32680,Uncharacterized protein YjaG,196,yjaG,P32680;,
JW3965,P32681,Uncharacterized protein YjaH,231,yjaH,P32681;,
JW3973,P07623,Homoserine O-succinyltransferase (HST) (EC 2.3.1.46) (Homoserine transsuccinylase) (HTS),309,metAS,P07623;,6MTG;7CBE;
JW3978,P16528,Transcriptional repressor IclR (Acetate operon repressor),274,iclR,P16528;,1TD5;2O99;2O9A;
JW5713,P26602,Chorismate pyruvate-lyase (CL) (CPL) (EC 4.1.3.40),165,ubiC,P26602;,1FW9;1G1B;1G81;1JD3;1TT8;1XLR;2AHC;
JW4003,P0A7C2,LexA repressor (EC 3.4.21.88),202,lexA,P0A7C2;,1JHC;1JHE;1JHF;1JHH;1LEA;1LEB;3JSO;3JSP;3K3R;7B5G;8TRG;
JW5714,P0AC51,Zinc uptake regulation protein (Zinc uptake regulator),171,zur,P0AC51;,4MTD;4MTE;
JW4020,P0AGE0,Single-stranded DNA-binding protein (SSB) (Helix-destabilizing protein),178,ssb,P0AGE0;,1EQQ;1EYG;1KAW;1QVC;1SRU;3C94;3SXU;3UF7;4MZ9;4Z0U;
JW4032,P0ABL1,Cytochrome c-type protein NrfB,188,nrfB,P0ABL1;,2OZY;2P0B;
JW4033,P0AAK7,Protein NrfC,223,nrfC,P0AAK7;,
JW4037,P32712,Formate-dependent nitrite reductase complex subunit NrfG,198,nrfG,P32712;,
JW4039,P0AF56,Sel1-repeat-containing protein YjcO,229,yjcO,P0AF56;,
JW5724,P32718,D-allose kinase (Allokinase) (EC 2.7.1.55),309,alsK,P32718;,3HTV;
JW4046,P32719,D-allulose-6-phosphate 3-epimerase (EC 5.1.3.-),231,alsE,P32719;,3CT7;3CTL;
JW4049,P39265,D-allose-binding periplasmic protein (ALBP),311,alsB,P39265;,1GUB;1GUD;1RPJ;
JW4050,P0ACS7,HTH-type transcriptional regulator RpiR (Als operon repressor),296,rpiR,P0ACS7;,
JW4055,P16690,"Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)",185,phnN,P16690;,
JW4057,P16679,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL (RPnTP synthase subunit PhnL) (EC 2.7.8.37),226,phnL,P16679;,7Z15;7Z16;
JW5727,P16678,Putative phosphonates utilization ATP-binding protein PhnK,252,phnK,P16678;,7Z15;7Z16;7Z17;7Z18;7Z19;
JW4059,P16688,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1),281,phnJ,P16688;,4XB6;7Z15;7Z16;7Z17;7Z18;7Z19;
JW4061,P16686,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (RPnTP synthase subunit PhnH) (EC 2.7.8.37),194,phnH,P16686;,2FSU;4XB6;7Z15;7Z16;7Z17;7Z18;7Z19;
JW4063,P16684,Probable transcriptional regulator PhnF,241,phnF,P16684;,2FA1;
JW4065,P0DP69,Putative cryptic phosphonate transport system permease protein PhnE1,206,phnE1,P0DP69;,
JW4065,P0DP70,Putative cryptic phosphonate transport system permease protein PhnE2,122,phnE,P0DP70;,
JW4067,P16677,Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2),262,phnC,P16677;,
JW5729,P39267,Uncharacterized protein YjcZ,292,yjcZ,P39267;,
JW4074,P30843,Transcriptional regulatory protein BasR,222,basR,P30843;,
JW4077,P33234,HTH-type transcriptional regulator AdiY,253,adiY,P33234;,
JW4079,P0ACH8,Melibiose operon regulatory protein,302,melR,P0ACH8;,
JW4082,P39270,Inner membrane protein YjdF,209,yjdF,P39270;,
JW4085,P0AD01,Transcriptional regulatory protein DcuR,239,dcuR,P0AD01;,
JW5733,P0ACU7,HTH-type transcriptional regulator YjdC,191,yjdC,P0ACU7;,
JW4105,P39279,Uncharacterized protein YjeJ,289,yjeJ,P39279;,
JW4107,P0A6N4,Elongation factor P (EF-P),188,efp,P0A6N4;,3A5Z;6ENJ;6ENU;
JW4110,P0A901,Outer membrane lipoprotein Blc,177,blc,P0A901;,1QWD;2ACO;3MBT;6UKK;7L5K;7L5L;
JW4114,P0AC47,Fumarate reductase iron-sulfur subunit (EC 1.3.5.1) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit),244,frdB,P0AC47;,1KF6;1KFY;1L0V;2B76;3CIR;3P4P;3P4Q;3P4R;3P4S;5VPN;6AWF;
JW5740,P0A784,Oligoribonuclease (EC 3.1.15.-),181,orn,P0A784;,1YTA;2IGI;7VH4;
JW4129,P16384,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),316,miaA,P16384;,2ZM5;2ZXU;3FOZ;
JW4138,P63177,23S rRNA (guanosine-2'-O-)-methyltransferase RlmB (EC 2.1.1.185) (23S rRNA (guanosine2251 2'-O)-methyltransferase) (23S rRNA Gm2251 2'-O-methyltransferase),243,rlmB,P63177;,1GZ0;
JW4140,P0AF78,Uncharacterized protein YjfJ,232,yjfJ,P0AF78;,
JW4141,P39293,Uncharacterized protein YjfK,219,yjfK,P39293;,
JW4143,P39295,Uncharacterized protein YjfM,212,yjfM,P39295;,
JW4148,P39298,Esterase YjfP (EC 3.1.-.-),249,yjfP,P39298;,
JW4149,P0A9W0,HTH-type transcriptional regulator UlaR,251,ulaR,P0A9W0;,
JW4155,P39305,L-ribulose-5-phosphate 3-epimerase UlaE (EC 5.1.3.22) (L-ascorbate utilization protein E) (L-xylulose-5-phosphate 3-epimerase),284,ulaE,P39305;,
JW4156,P39306,L-ribulose-5-phosphate 4-epimerase UlaF (EC 5.1.3.4) (L-ascorbate utilization protein F) (Phosphoribulose isomerase),228,ulaF,P39306;,
JW4162,P39308,Uncharacterized protein YjfZ,264,yjfZ,P39308;,
JW5745,P39310,Cell division protein YtfB,212,ytfB,P39310;,
JW4167,P69506,Iron-sulfur cluster repair protein YtfE (Regulator of cell morphogenesis and NO signaling) (RCMNS),220,ytfE,P69506;,5FNN;5FNP;5FNY;7BE8;7BHA;7BHB;7BHC;7OYI;
JW4169,P39315,Quinone oxidoreductase 2 (EC 1.6.5.2),286,qorB,P39315;,2ZCU;2ZCV;
JW4172,P22255,"3'(2'),5'-bisphosphate nucleotidase CysQ (EC 3.1.3.7) (3'(2'),5-bisphosphonucleoside 3'(2')-phosphohydrolase) (3'-phosphoadenosine 5'-phosphate phosphatase) (PAP phosphatase) (DPNPase)",246,cysQ,P22255;,
JW5748,P39317,Uncharacterized protein YtfI,312,ytfI,P39317;,
JW4175,P39187,Uncharacterized protein YtfJ,184,ytfJ,P39187;,
JW4178,P0A744,Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase),212,msrA,P0A744;,1FF3;2GT3;2IEM;6YEV;7OT4;
JW4185,P0A7A9,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),176,ppa,P0A7A9;,1FAJ;1I40;1I6T;1IGP;1INO;1IPW;1JFD;1MJW;1MJX;1MJY;1MJZ;1OBW;2AU6;2AU7;2AU8;2AU9;2AUU;2EIP;4UM4;
JW4186,P39325,Galactofuranose-binding protein YtfQ,318,ytfQ,P39325;,2VK2;
JW4193,P0A8X0,UPF0307 protein YjgA (x96 protein),183,yjgA,P0A8X0;,7BL5;
JW4200,P36673,HTH-type transcriptional regulator TreR (Trehalose operon repressor),315,treR,P36673;,4XXH;
JW4204,P0A786,Aspartate carbamoyltransferase catalytic subunit (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),311,pyrB,P0A786;,1ACM;1AT1;1D09;1EKX;1EZZ;1F1B;1I5O;1NBE;1Q95;1R0B;1R0C;1RAA;1RAB;1RAC;1RAD;1RAE;1RAF;1RAG;1RAH;1RAI;1SKU;1TTH;1TU0;1TUG;1XJW;1ZA1;1ZA2;2A0F;2AIR;2AT1;2ATC;2FZC;2FZG;2FZK;2H3E;2HSE;2IPO;2QG9;2QGF;3AT1;3CSU;3D7S;3MPU;3NPM;4AT1;4E2F;4F04;4FYV;4FYW;4FYX;4FYY;5AT1;5VMQ;6AT1;6KJ7;6KJ8;6KJ9;6KJA;6KJB;7AT1;8AT1;8ATC;9ATC;
JW4207,P39333,Cyclic-di-GMP-binding biofilm dispersal mediator protein,237,bdcA,P39333;,5Z2L;
JW4208,P39334,HTH-type transcriptional repressor BdcR,197,bdcR,P39334;,
JW4223,P0A9P9,5-keto-D-gluconate 5-reductase (EC 1.1.1.69),254,idnO,P0A9P9;,
JW4225,P39208,Thermosensitive gluconokinase (EC 2.7.1.12) (Gluconate kinase 1),187,idnK,P39208;,
JW4247,P15031,Fe(3+) dicitrate transport ATP-binding protein FecE (EC 7.2.2.18) (Iron(III) dicitrate transport ATP-binding protein FecE),255,fecE,P15031;,
JW4248,P15029,Fe(3+) dicitrate transport system permease protein FecD (Iron(III) dicitrate transport system permease protein FecD),318,fecD,P15029;,
JW4250,P15028,Fe(3+) dicitrate-binding periplasmic protein FecB (Iron(III) dicitrate-binding periplasmic protein),300,fecB,P15028;,
JW4253,P23484,Ferric citrate uptake sigma factor FecI,173,fecI,P23484;,
JW5775,P39359,Probable 2-dehydro-3-deoxy-D-pentonate aldolase YjhH (EC 4.1.2.28),301,yjhH,P39359;,
JW4261,P39360,Uncharacterized HTH-type transcriptional regulator YjhI,262,yjhI,P39360;,
JW4262,P39361,Putative sgc region transcriptional regulator,260,sgcR,P39361;,
